species	family
Marsilea_scalaripes	Marsileaceae
Regnellidium_diphyllum	Marsileaceae
Pilularia_americana	Marsileaceae
Pilularia_novae_zelandiae	Marsileaceae
Pilularia_novae_hollandiae	Marsileaceae
Pilularia_minuta	Marsileaceae
Pilularia_globulifera	Marsileaceae
Salvinia_minima	Salviniaceae
Salvinia_oblongifolia	Salviniaceae
Salvinia_molesta	Salviniaceae
Salvinia_cucullata	Salviniaceae
Salvinia_natans	Salviniaceae
Azolla_nilotica	Salviniaceae
Azolla_pinnata	Salviniaceae
Azolla_imbricata	Salviniaceae
Azolla_rubra	Salviniaceae
Azolla_japonica	Salviniaceae
Azolla_filiculoides	Salviniaceae
Azolla_microphylla	Salviniaceae
Azolla_cristata	Salviniaceae
Azolla_mexicana	Salviniaceae
Azolla_caroliniana	Salviniaceae
Adiantum_subcordatum	Pteridaceae
Adiantum_flabellulatum	Pteridaceae
Adiantum_induratum	Pteridaceae
Adiantum_jordanii	Pteridaceae
Adiantum_capillus_veneris	Pteridaceae
Adiantum_ogasawarense	Pteridaceae
Adiantum_philippense	Pteridaceae
Adiantum_menglianense	Pteridaceae
Adiantum_hirsutum	Pteridaceae
Adiantum_sinicum	Pteridaceae
Adiantum_meishanianum	Pteridaceae
Adiantum_malesianum	Pteridaceae
Adiantum_mariesii	Pteridaceae
Adiantum_leveillei	Pteridaceae
Adiantum_lianxianense	Pteridaceae
Adiantum_gravesii	Pteridaceae
Adiantum_chienii	Pteridaceae
Adiantum_juxtapositum	Pteridaceae
Adiantum_edgeworthii	Pteridaceae
Adiantum_caudatum	Pteridaceae
Adiantum_capillus_junonis	Pteridaceae
Adiantum_rhizophorum	Pteridaceae
Adiantum_fimbriatum	Pteridaceae
Adiantum_fengianum	Pteridaceae
Adiantum_davidii	Pteridaceae
Adiantum_venustum	Pteridaceae
Adiantum_bonatianum	Pteridaceae
Adiantum_roborowskii	Pteridaceae
Adiantum_monochlamys	Pteridaceae
Adiantum_reniforme	Pteridaceae
Adiantum_myriosorum	Pteridaceae
Adiantum_viridimontanum	Pteridaceae
Adiantum_aleuticum	Pteridaceae
Adiantum_pedatum	Pteridaceae
Adiantum_edentulum	Pteridaceae
Adiantum_formosanum	Pteridaceae
Adiantum_princeps	Pteridaceae
Adiantum_tenerum	Pteridaceae
Adiantum_pentadactylon	Pteridaceae
Adiantum_terminatum	Pteridaceae
Adiantum_obliquum	Pteridaceae
Adiantum_latifolium	Pteridaceae
Adiantum_serratodentatum	Pteridaceae
Adiantum_cajennense	Pteridaceae
Adiantum_tetraphyllum	Pteridaceae
Adiantum_argutum	Pteridaceae
Adiantum_adiantoides	Pteridaceae
Adiantum_peruvianum	Pteridaceae
Adiantum_trapeziforme	Pteridaceae
Adiantum_polyphyllum	Pteridaceae
Adiantum_formosum	Pteridaceae
Adiantum_aethiopicum	Pteridaceae
Adiantum_silvaticum	Pteridaceae
Adiantum_cunninghamii	Pteridaceae
Adiantum_fulvum	Pteridaceae
Adiantum_viridescens	Pteridaceae
Adiantum_diaphanum	Pteridaceae
Adiantum_hispidulum	Pteridaceae
Adiantum_pubescens	Pteridaceae
Adiantum_poiretii	Pteridaceae
Adiantum_chilense	Pteridaceae
Adiantum_excisum	Pteridaceae
Adiantum_raddianum	Pteridaceae
Adiantum_concinnum	Pteridaceae
Antrophyum_smithii	Pteridaceae
Antrophyum_subfalcatum	Pteridaceae
Antrophyum_ledermannii	Pteridaceae
Antrophyum_megistophyllum	Pteridaceae
Antrophyum_plantagineum	Pteridaceae
Antrophyum_parvulum	Pteridaceae
Antrophyum_immersum	Pteridaceae
Antrophyum_latifolium	Pteridaceae
Antrophyum_semicostatum	Pteridaceae
Antrophyum_sessilifolium	Pteridaceae
Antrophyum_callifolium	Pteridaceae
